"","X","cod","Escola","Turma","Serie","Nivel","Sexo","Idade","Cor.Raca","Zona","Necessidade.Deficiencia","id","Stari.Grupo","WG.Grupo","vocab.pre","vocab.pos","score.tde.pre","score.tde.pos","TFL.lidas.per.min.pre","TFL.erradas.per.min.pre","TFL.omitidas.per.min.pre","TFL.corretas.per.min.pre","TFL.lidas.pre","TFL.erradas.pre","TFL.omitidas.pre","TFL.corretas.pre","leitura.compreensao.pre","TFL.lidas.per.min.pos","TFL.erradas.per.min.pos","TFL.omitidas.per.min.pos","TFL.corretas.per.min.pos","TFL.lidas.pos","TFL.erradas.pos","TFL.omitidas.pos","TFL.corretas.pos","leitura.compreensao.pos","dfs.media.read","fss.media.read","dfs.media.math","fss.media.math","dfs.media.text","fss.media.text","dfs.media.debat","fss.media.debat","gain.vocab","gain.score.tde","gain.TFL.lidas.per.min","gain.TFL.corretas.per.min","gain.TFL.lidas","gain.TFL.corretas","gain.leitura.compreensao","gain.flow.read","gain.flow.math","gain.flow.text","gain.flow.debat","vocab.quintile","score.tde.quintile","TFL.lidas.per.min.quintile","TFL.erradas.per.min.quintile","TFL.omitidas.per.min.quintile","TFL.corretas.per.min.quintile","TFL.lidas.quintile","TFL.erradas.quintile","TFL.omitidas.quintile","TFL.corretas.quintile","leitura.compreensao.quintile"
"c6047e849fb9cae186280873ae8c427e",110,"c6047e849fb9cae186280873ae8c427e","EMEB PADRE ANCHIETA","7 ANO B","7 ano","anos finais","M",14,"Parda","Rural",NA,"P947","Controle",NA,23,26,26,NA,82,1,0,81,446,3,6,443,7,88,1,1,86,451,1,1,450,6,3.77777777777778,3.33333333333333,3.55555555555555,3.66666666666667,3.66666666666667,3.33333333333333,3.22222222222222,3.55555555555555,3,NA,6,5,5,7,-1,-0.444444444444444,0.111111111111111,-0.333333333333333,0.333333333333333,"3rd quintile","2nd quintile","2nd quintile","3rd quintile","3rd quintile","2nd quintile","1st quintile","3rd quintile","5th quintile","2nd quintile","5th quintile"
"c638953785a5b3504e5fc74403d1de1c",111,"c638953785a5b3504e5fc74403d1de1c","EMEB PADRE ANCHIETA","7 ANO B","7 ano","anos finais","M",12,"Parda","Rural",NA,"P958","Experimental",NA,39,39,33,NA,80,1,0,79,452,2,0,450,7,99,0,0,99,452,0,0,452,9,4.33333333333333,4.44444444444444,4.22222222222222,4.33333333333333,4.11111111111111,4.11111111111111,4.55555555555556,3.66666666666667,0,NA,19,20,0,2,2,0.111111111111112,0.111111111111111,0,-0.888888888888889,"5th quintile","3rd quintile","2nd quintile","3rd quintile","3rd quintile","2nd quintile","3rd quintile","2nd quintile","3rd quintile","4th quintile","5th quintile"
"c8476e60479d68632b79943e86eb6062",112,"c8476e60479d68632b79943e86eb6062","EMEB PADRE ANCHIETA","8 ANO A","8 ano","anos finais","F",13,"Parda",NA,NA,"P1016","Controle",NA,35,23,39,29,NA,NA,NA,NA,NA,NA,NA,NA,0,91,0,0,91,452,2,0,450,5,3.22222222222222,3.44444444444445,3.33333333333333,2.88888888888889,3.11111111111111,3.66666666666667,3,3.55555555555555,-12,-10,NA,NA,NA,NA,5,0.222222222222222,-0.444444444444445,0.555555555555555,0.555555555555555,"5th quintile","3rd quintile",NA,NA,NA,NA,NA,NA,NA,NA,"1st quintile"
"c891d123bae57e8c6e5135480ca222ad",113,"c891d123bae57e8c6e5135480ca222ad","EMEB PROFESSORA MARIA QUEIROZ FERRO","7 ANO F","7 ano","anos finais","F",12,"Parda","Rural",NA,"P3094","Controle",NA,19,22,25,11,47,5,NA,42,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3.11111111111111,2.55555555555555,2.44444444444445,2.66666666666667,3,3.11111111111111,2.77777777777778,3,-14,NA,NA,NA,NA,-5,0.111111111111111,-0.111111111111111,0.333333333333333,-0.333333333333333,"2nd quintile","2nd quintile","1st quintile","5th quintile",NA,"1st quintile",NA,NA,NA,NA,"3rd quintile"
"c8960d88b38e1469f595f8799b3a7771",114,"c8960d88b38e1469f595f8799b3a7771","EMEF PADRE JOSE DOS SANTOS MOUSINHO","8 A","8 ano","anos finais","M",16,"Branca","Rural",NA,"P3598","Experimental",NA,28,35,37,44,95,3,0,92,452,9,0,443,5,110,2,0,108,452,5,0,447,8,3.77777777777778,3.33333333333333,3.44444444444445,2.66666666666667,3.44444444444445,3.22222222222222,3.44444444444445,2.11111111111111,7,7,15,16,0,4,3,-0.444444444444444,-0.777777777777778,-0.222222222222222,-1.33333333333333,"3rd quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","2nd quintile","3rd quintile"
"cb4cbd007818e47eeafdb6819e335647",115,"cb4cbd007818e47eeafdb6819e335647","EMEB NATANAEL DA SILVA","6 ANO A","6 ano","anos finais","F",11,"Parda","Rural",NA,"P446","Controle",NA,26,26,25,19,95,1,0,94,452,2,0,450,5,88,1,0,87,452,5,1,446,7,4.44444444444444,4.33333333333333,4.44444444444444,4.33333333333333,4.44444444444444,4.33333333333333,4.44444444444444,4.33333333333333,0,-6,-7,-7,0,-4,2,-0.111111111111112,-0.111111111111112,-0.111111111111112,-0.111111111111112,"3rd quintile","2nd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","2nd quintile","3rd quintile","4th quintile","3rd quintile"
"ce6d475c0dfa95f91eded4e46ce0d227",116,"ce6d475c0dfa95f91eded4e46ce0d227","EMEB PADRE ANCHIETA","8 ANO A","8 ano","anos finais","F",13,"Parda",NA,NA,"P994","Controle",NA,19,21,31,10,84,3,0,81,450,5,2,445,5,95,0,0,95,452,3,0,458,3,3,3.55555555555555,3.22222222222222,4,3.11111111111111,3.77777777777778,3.44444444444445,3.77777777777778,2,-21,11,14,2,13,-2,0.555555555555555,0.777777777777778,0.666666666666667,0.333333333333333,"2nd quintile","2nd quintile","2nd quintile","4th quintile","3rd quintile","2nd quintile","1st quintile","3rd quintile","4th quintile","2nd quintile","3rd quintile"
"ce6e64b60b324bd77c0208baab94cd20",117,"ce6e64b60b324bd77c0208baab94cd20","EMEB PROFESSORA MARIA QUEIROZ FERRO","8 ANO B","8 ano","anos finais","M",14,NA,"Rural",NA,"P3181","Controle",NA,19,28,24,17,129,2,NA,127,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,0,4,NA,4,NA,4,NA,4,NA,9,-7,NA,NA,NA,NA,-3,NA,NA,NA,NA,"2nd quintile","2nd quintile","5th quintile","3rd quintile",NA,"5th quintile",NA,NA,NA,NA,"2nd quintile"
"cef032555ae00b0f132a38783f72b151",118,"cef032555ae00b0f132a38783f72b151","EMEB PROFESSORA MARIA QUEIROZ FERRO","7 ANO D","7 ano","anos finais","F",13,NA,NA,NA,"P3055","Controle",NA,18,25,39,28,78,2,NA,76,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3.22222222222222,2.88888888888889,3.33333333333333,2.88888888888889,2.77777777777778,2.55555555555555,3.22222222222222,2.44444444444445,7,-11,NA,NA,NA,NA,-2,-0.333333333333333,-0.444444444444445,-0.222222222222222,-0.777777777777778,"2nd quintile","3rd quintile","2nd quintile","3rd quintile",NA,"2nd quintile",NA,NA,NA,NA,"1st quintile"
"cef33cee2f44f989588861196119da82",119,"cef33cee2f44f989588861196119da82","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","8 ANO E","8 ano","anos finais","M",13,NA,NA,NA,"P2244","Controle",NA,19,14,33,41,86,1,NA,85,NA,NA,NA,NA,8,130,NA,NA,130,452,NA,NA,452,5,3.33333333333333,2.5,3.66666666666667,2.77777777777778,3.5,2.33333333333333,3,2.22222222222222,-5,8,44,45,NA,NA,-3,-0.833333333333333,-0.888888888888889,-1.16666666666667,-0.777777777777778,"2nd quintile","3rd quintile","2nd quintile","3rd quintile",NA,"3rd quintile",NA,NA,NA,NA,"5th quintile"
"d01de7ab70863f6af0ba46d8ff4b8ce1",120,"d01de7ab70863f6af0ba46d8ff4b8ce1","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","6 ANO E","6 ano","anos finais","F",11,"Branca","Rural",NA,"P1764","Controle",NA,19,14,26,36,102,1,NA,101,NA,NA,NA,NA,3,135,NA,NA,135,452,NA,NA,452,5,2.33333333333333,3.55555555555555,2.88888888888889,3.22222222222222,2.33333333333333,2.55555555555555,2.33333333333333,2.22222222222222,-5,10,33,34,NA,NA,2,1.22222222222222,0.333333333333333,0.222222222222222,-0.111111111111111,"2nd quintile","2nd quintile","4th quintile","3rd quintile",NA,"4th quintile",NA,NA,NA,NA,"2nd quintile"
"d2d78e351774f53ce01234b4c5dbc10d",121,"d2d78e351774f53ce01234b4c5dbc10d","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","8 ANO E","8 ano","anos finais","M",14,NA,NA,NA,"P2247","Experimental",NA,23,21,39,37,117,1,NA,116,NA,NA,NA,NA,4,166,NA,NA,166,452,NA,NA,452,5,3.33333333333333,3,3.55555555555555,2.77777777777778,3.44444444444445,2.75,3.11111111111111,2,-2,-2,49,50,NA,NA,1,-0.333333333333333,-0.777777777777778,-0.694444444444445,-1.11111111111111,"3rd quintile","3rd quintile","5th quintile","3rd quintile",NA,"5th quintile",NA,NA,NA,NA,"3rd quintile"
"d31a68f0d45ca8610e05a477cf798603",122,"d31a68f0d45ca8610e05a477cf798603","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","9 ANO C","9 ano","anos finais","M",16,NA,NA,NA,"P2377","Controle",NA,22,25,25,24,76,NA,NA,76,NA,NA,NA,NA,7,134,NA,NA,134,452,NA,NA,452,5,3.44444444444445,4,3.55555555555555,4,3.77777777777778,4,3.44444444444445,4,3,-1,58,58,NA,NA,-2,0.555555555555555,0.444444444444445,0.222222222222222,0.555555555555555,"2nd quintile","2nd quintile","2nd quintile",NA,NA,"2nd quintile",NA,NA,NA,NA,"5th quintile"
"d4aa3cf8a40fdf20559bab2fb8efa71d",123,"d4aa3cf8a40fdf20559bab2fb8efa71d","EMEF PADRE JOSE DOS SANTOS MOUSINHO","6 B","6 ano","anos finais","M",14,"Branca","Rural",NA,"P3521","Controle",NA,16,19,20,16,141,4,8,137,452,15,10,437,6,116,4,0,112,452,7,0,445,7,2.11111111111111,3.66666666666667,2.88888888888889,3.66666666666667,2.11111111111111,3,2.11111111111111,3.11111111111111,3,-4,-25,-25,0,8,1,1.55555555555555,0.777777777777778,0.888888888888889,1,"1st quintile","2nd quintile","5th quintile","5th quintile","5th quintile","5th quintile","3rd quintile","5th quintile","5th quintile","1st quintile","4th quintile"
"d5ae0861e92ecb0114b7031c3d06089a",124,"d5ae0861e92ecb0114b7031c3d06089a","EMEB PADRE ANCHIETA","8 ANO A","8 ano","anos finais","M",13,"Parda","Rural",NA,"P1004","Experimental",NA,33,30,33,NA,84,3,0,81,450,5,2,445,5,95,1,0,94,452,3,0,449,6,NA,3.11111111111111,NA,3.11111111111111,NA,3,NA,2.88888888888889,-3,NA,11,13,2,4,1,NA,NA,NA,NA,"4th quintile","3rd quintile","2nd quintile","4th quintile","3rd quintile","2nd quintile","1st quintile","3rd quintile","4th quintile","2nd quintile","3rd quintile"
"d7644d1c526b1e6986409ac490ea3480",126,"d7644d1c526b1e6986409ac490ea3480","EMEF PADRE JOSE DOS SANTOS MOUSINHO","6 B","6 ano","anos finais","F",11,NA,"Rural",NA,"P3505","Experimental",NA,26,23,35,44,95,2,0,93,452,6,0,446,5,98,1,0,97,452,4,0,448,9,3.33333333333333,4,3.11111111111111,3.33333333333333,3.66666666666667,4.11111111111111,3,3.88888888888889,-3,9,3,4,0,2,4,0.666666666666667,0.222222222222222,0.444444444444444,0.888888888888889,"3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","3rd quintile"
"daa1a71e245e6096ea657c3387a3b1d1",128,"daa1a71e245e6096ea657c3387a3b1d1","EMEB PROFESSORA MARIA QUEIROZ FERRO","8 ANO B","8 ano","anos finais","M",13,NA,"Urbana",NA,"P3165","Experimental",NA,33,34,33,32,99,NA,NA,99,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,3.11111111111111,NA,3.66666666666667,NA,3,NA,1,-1,NA,NA,NA,NA,-5,NA,NA,NA,NA,"4th quintile","3rd quintile","4th quintile",NA,NA,"4th quintile",NA,NA,NA,NA,"3rd quintile"
"dba86ffce1a03433df810965c322b3f2",129,"dba86ffce1a03433df810965c322b3f2","EMEF PADRE JOSE DOS SANTOS MOUSINHO","6 B","6 ano","anos finais","F",13,"Parda","Rural",NA,"P3492","Controle",NA,22,20,39,25,98,1,0,97,452,5,0,447,6,93,2,0,91,452,10,0,442,5,3.55555555555555,3.77777777777778,4,3.66666666666667,3.44444444444445,3.88888888888889,3.77777777777778,3.55555555555555,-2,-14,-5,-6,0,-5,-1,0.222222222222222,-0.333333333333333,0.444444444444444,-0.222222222222222,"2nd quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","4th quintile"
"de593204c1590b8a504d466138fb3ded",130,"de593204c1590b8a504d466138fb3ded","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","9 ANO C","9 ano","anos finais","M",14,NA,NA,NA,"P2397","Controle",NA,27,19,37,59,75,NA,NA,75,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2.77777777777778,NA,3.22222222222222,NA,2.55555555555555,NA,2.55555555555555,-8,22,NA,NA,NA,NA,-4,NA,NA,NA,NA,"3rd quintile","3rd quintile","2nd quintile",NA,NA,"2nd quintile",NA,NA,NA,NA,"3rd quintile"
"e324df05c3f73b433ffa2e9f266d8ac7",131,"e324df05c3f73b433ffa2e9f266d8ac7","EMEB PROFESSORA MARIA QUEIROZ FERRO","7 ANO C","7 ano","anos finais","F",13,"Parda","Urbana",NA,"P3022","Controle",NA,20,22,26,8,76,8,NA,68,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3.55555555555555,2.44444444444445,3.33333333333333,3.44444444444445,3.11111111111111,3.33333333333333,3.22222222222222,3.11111111111111,2,-18,NA,NA,NA,NA,-2,-1.11111111111111,0.111111111111111,0.222222222222222,-0.111111111111111,"2nd quintile","2nd quintile","2nd quintile","5th quintile",NA,"2nd quintile",NA,NA,NA,NA,"1st quintile"
"e36c2ce0807f9c1d791b4ae0b1068302",132,"e36c2ce0807f9c1d791b4ae0b1068302","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","9 ANO C","9 ano","anos finais","F",14,NA,NA,NA,"P2408","Controle",NA,26,25,36,37,68,1,NA,67,NA,NA,NA,NA,4,136,NA,NA,136,452,NA,NA,452,4,3,3.22222222222222,3.11111111111111,2.77777777777778,3.22222222222222,4,3.44444444444445,3.11111111111111,-1,1,68,69,NA,NA,0,0.222222222222222,-0.333333333333333,0.777777777777778,-0.333333333333333,"3rd quintile","3rd quintile","2nd quintile","3rd quintile",NA,"1st quintile",NA,NA,NA,NA,"3rd quintile"
"e6fbc75962fae224c77d203465dcb7ff",133,"e6fbc75962fae224c77d203465dcb7ff","EMEB NATANAEL DA SILVA","6 ANO A","6 ano","anos finais","F",12,"Parda","Rural",NA,"P460","Controle",NA,18,17,26,26,110,0,0,110,452,3,0,449,5,117,0,0,117,452,0,0,452,3,2.88888888888889,3.44444444444445,2.88888888888889,3.66666666666667,3.25,3.66666666666667,3.33333333333333,3.5,-1,0,7,7,0,3,-2,0.555555555555556,0.777777777777778,0.416666666666667,0.166666666666666,"2nd quintile","2nd quintile","4th quintile","2nd quintile","3rd quintile","4th quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile","3rd quintile"
"e9fdfd307d52ee7da76e22d709aba126",135,"e9fdfd307d52ee7da76e22d709aba126","EMEB PROFESSORA MARIA QUEIROZ FERRO","8 ANO B","8 ano","anos finais","M",13,NA,"Rural",NA,"P3167","Experimental",NA,25,19,36,30,95,3,NA,135,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4.11111111111111,NA,4.11111111111111,NA,4.11111111111111,NA,4.11111111111111,NA,-6,-6,NA,NA,NA,NA,-1,NA,NA,NA,NA,"3rd quintile","3rd quintile","3rd quintile","4th quintile",NA,"5th quintile",NA,NA,NA,NA,"1st quintile"
"ea69e863a39aa7dbc812605a32afdb1c",136,"ea69e863a39aa7dbc812605a32afdb1c","EMEB PROFESSORA MARIA QUEIROZ FERRO","7 ANO F","7 ano","anos finais","M",12,"Branca","Urbana",NA,"P3093","Experimental",NA,15,16,26,NA,88,2,NA,47,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3.44444444444445,2.55555555555555,4.25,2.88888888888889,3.66666666666667,3.11111111111111,NA,1,NA,NA,NA,NA,NA,-2,0.444444444444445,1.69444444444445,0.777777777777778,NA,"1st quintile","2nd quintile","3rd quintile","3rd quintile",NA,"1st quintile",NA,NA,NA,NA,"1st quintile"
"ee683023903fbb8130bd0b29b8e21b1b",137,"ee683023903fbb8130bd0b29b8e21b1b","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","9 ANO C","9 ano","anos finais","F",14,NA,"Urbana",NA,"P2404","Controle",NA,35,31,25,39,110,1,NA,109,NA,NA,NA,NA,6,165,1,NA,164,452,1,NA,451,7,NA,3.66666666666667,NA,3.11111111111111,NA,3.88888888888889,NA,3,-4,14,55,55,NA,NA,1,NA,NA,NA,NA,"5th quintile","2nd quintile","4th quintile","3rd quintile",NA,"4th quintile",NA,NA,NA,NA,"4th quintile"
"ef41d47a43b5bd794f869125b651e82f",138,"ef41d47a43b5bd794f869125b651e82f","EMEF PADRE JOSE DOS SANTOS MOUSINHO","8 A","8 ano","anos finais","M",15,NA,"Rural",NA,"P3630","Experimental",NA,24,37,36,NA,96,4,0,92,452,12,0,440,6,130,0,0,130,452,1,0,451,7,2.33333333333333,3.77777777777778,3.11111111111111,2.22222222222222,2.77777777777778,2.33333333333333,3.11111111111111,4.44444444444444,13,NA,34,38,0,11,1,1.44444444444444,-0.888888888888889,-0.444444444444444,1.33333333333333,"3rd quintile","3rd quintile","4th quintile","5th quintile","3rd quintile","3rd quintile","3rd quintile","5th quintile","3rd quintile","2nd quintile","4th quintile"
"f1f4d84e7aae70cfc335f29d8ea35edc",139,"f1f4d84e7aae70cfc335f29d8ea35edc","EMEF PADRE JOSE DOS SANTOS MOUSINHO","9 B","9 ano","anos finais","F",14,"Parda","Rural",NA,"P3729","Controle",NA,28,35,30,48,116,4,0,112,452,13,0,439,6,101,0,0,101,452,1,0,451,7,4,4.22222222222222,3.77777777777778,4.33333333333333,4,4.22222222222222,3.66666666666667,4.33333333333333,7,18,-15,-11,0,12,1,0.222222222222222,0.555555555555555,0.222222222222222,0.666666666666667,"3rd quintile","2nd quintile","5th quintile","5th quintile","3rd quintile","5th quintile","3rd quintile","5th quintile","3rd quintile","1st quintile","4th quintile"
"fc007f027ac4fcac41b61d6d2efd2e75",141,"fc007f027ac4fcac41b61d6d2efd2e75","EMEB PADRE ANCHIETA","9 ANO A","9 ano","anos finais","M",15,"Parda",NA,NA,"P1109","Controle",NA,28,34,26,21,99,2,0,97,451,7,1,444,5,91,1,0,90,452,1,0,451,6,3.55555555555555,3.44444444444445,3.33333333333333,3.88888888888889,3.88888888888889,3.88888888888889,3.88888888888889,3.88888888888889,6,-5,-8,-7,1,7,1,-0.111111111111111,0.555555555555555,0,0,"3rd quintile","2nd quintile","4th quintile","3rd quintile","3rd quintile","4th quintile","1st quintile","4th quintile","4th quintile","2nd quintile","3rd quintile"
"fc757d6c2408de453e2b5c91e00e7174",143,"fc757d6c2408de453e2b5c91e00e7174","EMEF PADRE JOSE DOS SANTOS MOUSINHO","8 A","8 ano","anos finais","M",13,"Indígena",NA,NA,"P3627","Experimental",NA,23,26,22,33,54,4,1,50,NA,NA,NA,NA,3,67,1,0,66,452,6,0,446,7,4,4.22222222222222,4.11111111111111,4.55555555555556,4.33333333333333,4.11111111111111,4.33333333333333,4.55555555555556,3,11,13,16,NA,NA,4,0.222222222222222,0.444444444444445,-0.222222222222222,0.222222222222222,"3rd quintile","2nd quintile","1st quintile","5th quintile","5th quintile","1st quintile",NA,NA,NA,NA,"2nd quintile"
"fc8f718ae35fb99355895e73abba773c",144,"fc8f718ae35fb99355895e73abba773c","EMEB PROFESSORA MARIA QUEIROZ FERRO","7 ANO F","7 ano","anos finais","M",12,"Branca","Urbana",NA,"P3108","Controle",NA,14,18,29,29,58,NA,NA,58,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,3.11111111111111,2.66666666666667,3.11111111111111,NA,3.11111111111111,NA,3.11111111111111,NA,4,0,NA,NA,NA,NA,0,-0.444444444444445,NA,NA,NA,"1st quintile","2nd quintile","1st quintile",NA,NA,"1st quintile",NA,NA,NA,NA,"1st quintile"
"fd810333a5e2d183fcaeface3d420733",145,"fd810333a5e2d183fcaeface3d420733","EMEB PROFESSORA MARIA QUEIROZ FERRO","7 ANO D","7 ano","anos finais","F",13,NA,"Urbana",NA,"P3049","Experimental",NA,33,23,24,18,86,5,NA,81,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2.77777777777778,NA,3.66666666666667,NA,2.77777777777778,NA,NA,-10,-6,NA,NA,NA,NA,-6,NA,NA,NA,NA,"4th quintile","2nd quintile","2nd quintile","5th quintile",NA,"2nd quintile",NA,NA,NA,NA,"4th quintile"
"fe3484c7924aeb5148bcc39313ae58aa",146,"fe3484c7924aeb5148bcc39313ae58aa","EMEB PROFESSOR RICARDO VIEIRA DE LIMA","9 ANO C","9 ano","anos finais","M",14,NA,NA,NA,"P2401","Experimental",NA,29,29,40,38,94,NA,NA,94,NA,NA,NA,NA,4,139,NA,NA,139,452,NA,NA,452,3,3.88888888888889,4,3.77777777777778,4,3.33333333333333,4,3.88888888888889,4,0,-2,45,45,NA,NA,-1,0.111111111111111,0.222222222222222,0.666666666666667,0.111111111111111,"3rd quintile","3rd quintile","3rd quintile",NA,NA,"3rd quintile",NA,NA,NA,NA,"3rd quintile"
"ff9ad08df755f9839f5d065ccceb9046",147,"ff9ad08df755f9839f5d065ccceb9046","EMEF PADRE JOSE DOS SANTOS MOUSINHO","8 A","8 ano","anos finais","M",14,"Parda","Rural",NA,"P3615","Experimental",NA,7,8,22,18,79,3,3,76,452,18,6,434,6,87,4,0,83,452,10,3,442,7,3.11111111111111,2.88888888888889,2.77777777777778,2.88888888888889,4.11111111111111,2.55555555555555,3.22222222222222,3.88888888888889,1,-4,8,7,0,8,1,-0.222222222222222,0.111111111111111,-1.55555555555555,0.666666666666667,"1st quintile","2nd quintile","2nd quintile","4th quintile","5th quintile","2nd quintile","3rd quintile","5th quintile","5th quintile","1st quintile","4th quintile"
